Unnamed: 0,answer,words
16,"또한, 과체중과 비만은 대장암의 위험을 증가시킬 수 있으므로, 적절한 신체활동을 동반해주시는 것이 좋습니다. 일주일에 다섯 번, 빠른 걷기와 같은 신체활동을 30분 이상 하시기를 권장 드리지만, 만약 신체활동을 많이 하지 않는 경우 처음 10분 정도로 시작하여 점차 늘려 가시면 됩니다.","['과체중', '비만', '대장암', '위험', '증가', '신체활동', '동반', '일주일', '다섯', '걷기', '신체활동', '이상', '권장', '만약', '신체활동', '경우', '처음', '정도', '시작']"
22,"위암이 의심될 경우 위내시경 검사를 통해 위암 병변을 확인하며, 이후 조직검사를 통해 위암 확진 여부를 결정합니다. 조직검사 결과 위암이 확인될 경우 CT나 MRI, PET-CT 등의 검사를 통해 병의 진행 정도를 정확히 파악하여 치료계획을 세우게 됩니다.","['위암', '의심', '경우', '위내시경', '검사', '위암', '병변', '확인', '이후', '조직검사', '위암', '확진', '여부', '결정', '조직검사', '결과', '위암', '확인', '경우', '검사', '진행', '정도', '파악', '치료계획']"
23,"섭취한 음식물은 위에서 소장까지 이동하면서 흡수되고 소화 됩니다. 소화의 과정은 일반적으로 2~3시간 정도 소요되며, 섭취한 음식에 따라 소화 시간은 달라질 수 있습니다. 식사 후에 바로 눕거나, 바로 잠이 들 경우 위장과 식도의 상태가 수평이 되기 때문에 음식물이 식도로 역류 될 수 있어 역류성 식도염 및 위염 등의 위장 질환이 생길 수 있습니다. 또한 소화장애로 인한 수면장애 및 기초대사를 위한 열량 소모 활동이 없으므로 체중증가로 이어질 수 있습니다.","['섭취', '음식물', '소장', '이동', '흡수', '소화', '소화', '과정', '일반', '시간', '정도', '소요', '섭취', '음식', '소화', '시간', '식사', '경우', '위장', '식도', '상태', '수평', '때문', '음식물', '식도', '역류', '역류', '식도염', '위염', '위장', '질환', '소화', '장애', '수면', '장애', '기초대사', '열량', '소모', '활동', '체중', '증가']"
24,환자에게 중요한 것은 올바른 식습관으로 몸에 좋은 음식을 균형 있게 섭취함으로써 체력을 든든하게 키워 수술과 항암화학요법 등 각종 치료를 잘 견뎌내는 일입니다. 유방암 환자에게 권고 되는 바람직한 식생활 습관은 다음과 같습니다.,"['환자', '중요', '식습관', '음식', '균형', '섭취', '체력', '수술', '항암화학요법', '각종', '치료', '유방암', '환자', '권고', '식생활', '습관', '다음']"
25,"원인에 따라 대변이 묻어 나오는 증상을 개선하거나 예방할 수 있는 방법은 다음과 같습니다. 이를 참고하시어 일상생활에서 실천해 보시고, 증상이 지속되거나 심해지는 경우 담당의사선생님과의 진료를 통해 추가 치료를 받아보시는 것을 추천드립니다.","['원인', '대변', '증상', '개선', '예방', '방법', '다음', '참고', '일상', '생활', '실천', '증상', '지속', '경우', '담당의사선생님', '진료', '추가', '치료', '추천']"
26,"통증이 항암제의 부작용으로 인한 것이라면 담당의사선생님과의 상담을 통해 증상 조절을 위한 약물을 처방을 받으실 수도 있을 것으로 생각됩니다. 추가적인 약물 복용을 통해 증상이 완화될 수도 있습니다. 만약 통증이 스스로 하는 일상 생활 (씻기, 식사하기, 화장실 가기 등)에도 지장을 주는 정도라면 즉각적인 처치가 필요하므로 담당의사선생님과의 빠른 진료를 권유 드립니다.","['통증', '항암제', '부작용', '담당의사선생님', '상담', '증상', '조절', '약물', '처방', '생각', '추가', '약물', '복용', '증상', '완화', '만약', '통증', '일상', '생활', '식사', '화장실', '지장', '정도', '처치', '필요', '담당의사선생님', '진료', '권유']"
27,"갑상선수술 후 나타날 수 있는 합병증에는 후두 신경 손상과 부갑상선 손상이 있습니다. 갑상선수술 시 후두 신경이 손상되는 경우 쉰 목소리나 사레들림과 같은 증상이 나타날 수 있으며 부갑상선이 손상되는 경우에는 손발 저림이나 근육경련과 같은 저칼슘혈증 증상이 나타날 수 있습니다. 이외에도 수술 후 일반적으로 나타나는 합병증인 출혈, 감염, 통증, 수술 상처 흉터 등의 증상이 생길 수 있습니다.","['갑상선수술', '합병증', '후두', '신경', '손상', '부갑상선', '손상', '갑상선수술', '후두', '신경', '손상', '경우', '목소리', '사레', '증상', '부갑상선', '손상', '경우', '손발', '근육', '경련', '칼슘', '혈증', '증상', '이외', '수술', '일반', '합병증', '출혈', '감염', '통증', '수술', '상처', '흉터', '증상']"
28,"유방암 진단 후 MRI를 추가적으로 촬영하는 이유가 궁금하시군요, 이에 대해서 설명드리겠습니다.","['유방암', '진단', '추가', '촬영', '이유', '설명']"
30,"질문내용으로 유추해보면 어머님의 왼쪽 등 통증은 유방암 진단 당시부터 이어져 온 통증이며, 항암 후 검사 중 뼈 스캔이 포함되어 있어 뼈 전이에 대한 일차적인 평가가 가능하다고 판단하여 추가 검사를 포함하지 않았을 가능성이 높아 보입니다. 일반적으로는 뼈 스캔 검사 결과에서 의심 소견이 보일 때 추가검사를 시행하게 됩니다.","['질문내용', '유추', '어머님', '왼쪽', '통증', '유방암', '진단', '당시', '통증', '항암', '검사', '스캔', '포함', '전이', '일차', '평가', '가능', '판단', '추가', '검사', '포함', '가능', '일반', '스캔', '검사', '결과', '의심', '소견', '추가', '검사', '시행']"
31,간혹 위와 같은 증상이 장기적으로 지속되는 경우도 있지만 대부분의 경우에는 항암이 끝나면 증상이 사라집니다. 유방암 치료를 위한 항암화학요법과 치매와의 관련성 여부는 현재까지 분명하게 나타난 바가 없으며 여전히 연구가 진행되고 있습니다. 항암화학요법 이후 인지 기능 저하 증상이 나타날 경우 완화할 수 있는 습관에는 다음과 같은 것들이 있습니다.,"['증상', '장기', '지속', '경우', '대부분', '경우', '항암', '증상', '유방암', '치료', '항암화학요법', '치매', '관련', '여부', '현재', '연구', '진행', '항암화학요법', '이후', '인지', '기능', '저하', '증상', '경우', '완화', '습관', '다음']"
32,"Borrman(보어만) 분류의 경우 진행성위암에서 널리 사용되는 분류체계입니다. 종양의 융기와 궤양, 침윤 양상에 따라 구분합니다. 보어만 III형은 궤양침윤형으로, 궤양이 있으며 그 주위에 암의 침윤이 있는 유형입니다. 보어만 분류가 예후와 연관이 있다는 의견도 있으나, 보어만 분류와 예후와는 특별한 관계가 없다는 결과도 있어 추가적인 연구가 더 필요한 부분입니다.","['보어', '분류', '경우', '진행성위암', '사용', '분류체계', '종양', '융기', '궤양', '침윤', '양상', '구분', '보어', '궤양', '침윤', '궤양', '주위', '침윤', '유형', '보어', '분류', '예후', '연관', '의견', '보어', '분류', '예후', '특별', '관계', '결과', '추가', '연구', '필요', '부분']"
33,"체계적문헌고찰에 따르면 폐암 환자의 경우 메스꺼움, 구토, 장폐쇄로 인한 복부 팽만감과 같은 다양한 복부 증상을 호소할 수 있기 때문에, 장폐색으로 이어질 수 있다는 사실에 대해 인지해야 함을 말하고 있었습니다. 또한 폐암에서의 위장관 전이는 소장 부위에서 약 0.1~0.6% 나타나며, 이 중에서 장폐색 사례로 일부 보고되었음을 확인할 수 있었습니다. 하지만 장폐색의 병인에 따라 치료방법이 다를 수 있고, 심각한 합병증을 예방하기 위해 응급 수술이나 검사가 필요하기 때문에 신속하고 정확한 원인 발견 후 치료를 하는 것이 중요합니다.","['체계적문헌고찰', '환자', '경우', '구토', '장폐쇄', '복부', '팽만', '다양', '복부', '증상', '호소', '때문', '장폐색', '사실', '인지', '폐암', '위장관', '전이', '소장', '부위', '장폐색', '사례', '일부', '보고', '확인', '장폐색', '병인', '치료방법', '합병증', '예방', '응급', '수술', '검사', '필요', '때문', '신속', '정확', '원인', '발견', '치료', '중요']"
35,"대장암을 예방하기 위해서는 규칙적인 운동으로 활동량을 높이고, 금주 및 금연하고, 정기적으로 검진을 받아야 합니다. 또한 섬유소와 칼슘을 충분히 섭취하고, 붉은 고기(소고기, 돼지고기)를 너무 많이 먹지 않는 것이 좋습니다.","['대장암', '예방', '규칙', '운동', '활동량', '금주', '금연', '정기', '검진', '섬유소', '칼슘', '섭취', '고기', '소고기', '돼지고기']"
36,"추가적으로, 위암과의 관련성에 대해서 설명드리겠습니다. 일부 연구에서는 위암의 위험요인 중 하나인 헬리코박터 파일로리(Helicobacter pylori)가 위암뿐만이 아니라 십이지장 궤양, 위산 분비, 위식도역류질환에도 영향을 준다고 보고하고 있습니다. 위암은 증상만으로 자가 진단하는 것은 불가능하며, 위내시경 검사 및 조직검사, 영상검사를 통하여 진단을 내릴 수 있습니다. 특히 위암에서 나타날 수 있는 증상인 상복부불편감, 속 쓰림, 소화불량 등이 있는 경우 병원에 방문하여 진료를 본 뒤 필요 시 위내시경검사를 시행하여 위암 여부에 대해 확인하는 것이 중요합니다.","['추가', '위암', '관련', '설명', '일부', '연구', '위암', '위험요인', '하나', '헬리코박터', '파일로리', '위암', '십이지장', '궤양', '위산', '분비', '식도', '역류', '질환', '영향', '보고', '위암', '증상', '자가', '진단', '가능', '위내시경', '검사', '조직검사', '영상', '검사', '진단', '위암', '증상', '복부불편감', '소화', '불량', '경우', '병원', '방문', '진료', '필요', '위내시경', '검사', '시행', '위암', '여부', '확인', '중요']"
37,"질감이 부드럽고 따뜻한 음식의 예시로는 계란이나 두부를 활용한 식단(계란찜, 두부전, 순두부)을 권해드립니다. 계란이나 두부는 단백질을 보충할 수 있다는 장점이 있습니다. 또한,  밥 섭취가 어려우실 때에는 다양한 야채를 활용한 죽이나 수프로 음식 섭취를 하는 것을 추천드립니다. 야채나 과일은 다지거나 갈아서 주스 형태로 드시는 것이 비타민과 미네랄 섭취에 도움이 됩니다. 맵고 짜거나 자극적인 식품과 산도가 높은 식품은 식도에 영향을 주어 기침을 유발할 수 있으니 가능하시면 드시지 않는 것을 권장 드립니다. 또한, 잦은 기침으로 목이 쉽게 마를 수 있으니 물을 자주 드시는 것도 도움이 될 수 있습니다.","['질감', '음식', '예시', '계란', '두부', '활용', '식단', '계란찜', '두부', '순두부', '계란', '두부', '단백질', '보충', '장점', '섭취', '다양', '야채', '활용', '수프', '음식', '섭취', '추천', '야채', '과일', '주스', '형태', '비타민', '미네랄', '섭취', '도움', '자극', '식품', '산도', '식품', '식도', '영향', '기침', '유발', '가능', '권장', '기침', '도움']"
39,"수혈은 외상이나 수술, 질병, 혈액질환 등으로 인해 부족한 혈액성분을 보충하는 것을 말합니다. 혈액은 적혈구, 백혈구, 혈장, 혈소판으로 이루어져 있으며, 병원에서는 수혈 부작용의 발생을 최소화하기 위하여 환자에게 필요한 성분만을 보충하는 성분 수혈을 시행합니다. 수혈은 부작용을 동반할 수 있으므로 수혈의 효과와 부작용, 적정 수혈에 대해 충분히 고려 후 시행하게 됩니다. 나타날 수 있는 수혈의 부작용은 알레르기 반응, 발열, 감염, 아나필락시스반응, 용혈성수혈부작용, 패혈성 쇼크 등이 있습니다. 수혈에 의한 오한과 발열은 대략 1~2%의 환자에서 발생할 수 있으며, 일반적으로 해열제를 쓰면 좋아집니다. 수혈 부작용은 수혈 후 15분 이내에 나타나는 경우가 많기 때문에 수혈 시작 후 5~15분간 면밀한 주의가 필요하며 이와 관련된 내용은 수혈 전 충분히 안내를 받게됩니다.","['수혈', '외상', '수술', '질병', '혈액질환', '부족', '혈액성분', '보충', '혈액', '적혈구', '백혈구', '혈장', '혈소판', '병원', '수혈', '부작용', '발생', '최소', '환자', '필요', '성분', '보충', '성분', '수혈', '시행', '수혈', '부작용', '동반', '수혈', '효과', '부작용', '적정', '수혈', '고려', '시행', '수혈', '부작용', '알레르기', '반응', '발열', '감염', '아나필락시스반응', '수혈', '부작용', '패혈', '쇼크', '수혈', '오한', '발열', '환자', '발생', '일반', '해열제', '수혈', '부작용', '수혈', '이내', '경우', '때문', '수혈', '시작', '주의', '필요', '관련', '내용', '수혈', '안내']"
40,"결론부터 말씀드리자면, 유방낭종은 검진에서 흔하게 나오는 양성병변으로 특별히 암 위험을 높히지는 않는 것으로 알려져 있습니다.","['결론', '말씀', '유방낭종', '검진', '양성병변', '위험', '높히']"
41,"-오한 혹은 38도 이상의 고열
-수술/주사부위에 열감이 있거나 부위가 빨갛게 부어오름
-기침이 잦거나 호흡이 불안정하고 목이 부어오름
-소변을 볼 때 통증이 느껴지거나 열감이 있음","['오한', '이상', '수술', '주사부위', '부위', '기침', '호흡', '안정', '소변', '통증']"
42,"치료과정 중 항암치료를 통해 어머님이 얻게 될 이득과 경험할 어려움, 삶의 질과 존엄성 등을 확인하는 것이 중요합니다. 따라서 이러한 경우 항암치료 여부와 치료 방향을 결정하기에 앞서 신체적, 정신적, 사회적 측면에서 전반적인 상태 평가가 필요합니다. 다학제 진료는 여러 과의 전문가들이 협진하면서 어머님의 전반적인 상태평가를 할 수 있기 때문에 이러한 방향으로 주치의 선생님께서 안내한 것으로 생각됩니다.","['치료과정', '항암치료', '어머님', '이득', '경험', '어려움', '존엄', '확인', '중요', '경우', '항암치료', '여부', '치료', '방향', '결정', '신체', '정신', '사회', '측면', '전반', '상태', '평가', '필요', '학제', '진료', '전문가', '협진', '어머님', '전반', '상태', '평가', '때문', '방향', '주치의', '선생', '안내', '생각']"
43,"더불어 복부불편감은 평소 생활 방식, 음식, 약물과 관련성이 높은 것으로 알려져 있습니다. 따라서 이를 예방하고 관리할 수 있는 방법은 다음과 같습니다.","['복부불편감', '평소', '생활', '방식', '음식', '약물', '관련', '예방', '관리', '방법', '다음']"
44,"대장암 발병의 위험요인은 50세 이상의 연령, 붉은 육류 및 육가공품의 다량 섭취, 비만, 음주, 흡연, 유전적 요인(유전성 대장암, 유전성 대장용종증 등), 그리고 선종성 대장용종, 만성 염증성 장질환 같은 관련 질환입니다.","['대장암', '발병', '위험요인', '이상', '연령', '가공품', '다량', '섭취', '비만', '음주', '흡연', '유전', '요인', '유전', '대장암', '유전', '대장', '용종', '선종', '대장용종', '만성', '염증', '질환', '관련', '질환']"
45,"위암의 위험요인으로는 흡연을 포함하여 헬리코박터 파일로리균, 식생활 등이 있습니다. 국가 암 정보센터에 따르면 흡연자의 경우 비흡연자에 비해 위암 발병 위험도가 약 1.5~2.5배  높다고 알려져 있습니다. 그 외 다른 위암의 위험요인으로는 다음과 같은 것들이 있습니다.","['위암', '위험요인', '흡연', '포함', '헬리코박터', '파일로리균', '식생활', '국가', '정보', '센터', '흡연자', '경우', '흡연자', '위암', '발병', '위험', '위암', '위험요인', '다음']"
46,"<자가조직을 이용한 재건>
장점: 조직의 느낌이 보형물에 비해서 좀 더 자연스러움
단점: 자가조직이 잘 자리잡아야 하므로 보형물보다 회복시간이 더 오래 걸림, 자가조직을 떼어내는 과정에서 흉터가 생길 수 있음, 배나 등쪽의 공여부위의 혈류에 지장을 줄 정도의 심한 흉이 있거나, 조직의 양이 충분하지 못한 경우에는 자가조직 재건술이 제한됨","['자가조직', '이용', '재건', '장점', '조직', '느낌', '자연', '단점', '자가조직', '자리', '회복시간', '자가조직', '과정', '흉터', '공여', '부위', '혈류', '지장', '정도', '조직', '경우', '자가조직', '재건', '제한']"
47,"갑상선여포암의 경우 병기에 따라 수술 및 방사성요오드 치료를 받게 됩니다. 경우에 따라 수술 후에는 부갑상선기능이 떨어질 수 있으며 이로 인해 칼슘 수치가 낮아질 수 있습니다. 이런 경우 칼슘과 비타민D 함량이 높은 식품군을 섭취하는 것이 도움이 될 수 있습니다. 또한, 방사성 요오드 치료가 계획되어 있는 경우에는 치료의 효과를 높이기 위하여 1~2주 전 저요오드식을 진행하도록 안내를 받게됩니다.","['갑상선', '여포', '경우', '병기', '수술', '방사', '요오드', '치료', '경우', '수술', '부갑상선', '기능', '칼슘', '수치', '경우', '칼슘', '비타민', '함량', '식품군', '섭취', '도움', '방사', '요오드', '치료', '계획', '경우', '치료', '효과', '요오드', '진행', '안내']"
49,"위암의 치료비는 개인의 위암 병기 및 상태, 치료방법에 따라 다르게 산정될 수 있습니다. 따라서 담당의사선생님께 위암 치료계획 및 방법, 비용, 임상시험 참여 등에 대해 상담을 받아보시는 것을 추천해 드립니다. 질문자님의 현재 상황 및 상태를 정확하게 알 수 없어 일반적인 정보를 전달해 드리는 점 양해 부탁드립니다. 질문자님의 상태에 가장 적합한 세부적인 보험 종류에 관한 확인은 각 보험사에 문의해보시는 것이 정확하며, 그 외 암 환자가 받을 수 있는 경제적 도움에 대해 알려드리겠습니다.","['위암', '치료비', '개인', '위암', '병기', '상태', '치료방법', '산정', '담당의사선생님', '위암', '치료계획', '방법', '비용', '임상시험', '참여', '상담', '추천', '질문자', '현재', '상황', '상태', '정확', '일반', '정보', '전달', '양해', '부탁', '질문자', '상태', '적합', '세부', '보험', '종류', '확인', '보험사', '문의', '정확', '환자', '경제', '도움']"
51,"먼저 타목시펜 후 임신과 관련해서 말씀드리면, 타목시펜은 발달 중인 태아에게 영향을 미칠 수 있는 약물로 임신부 사용 금기 약물입니다. 타목시펜의 성분이 체내에 남아있는 경우 태아에게 부정적인 영향을 미칠 수 있기 때문에 타목시펜을 투여하는 동안 또는 타목시펜 투여를 중단한 후 2개월 이내에 임신하지 않도록 주의해야 합니다. 따라서, 난자동결을 미리 한다고 하더라도 수정해서 체내에 이식하기 위해서는 타목시펜 투여를 중단한 후 2개월은 지나고 나서 임신하는 것이 안전할 것이며 타목시펜 중단 후 임신 시도 시점에 대해서 미리 주치의 선생님과 충분히 상의하신 후 날짜를 정하시는 것을 추천드립니다.","['타목시펜', '임신', '관련', '말씀', '타목시펜', '발달', '태아', '영향', '약물', '임신부', '사용', '금기', '약물', '타목시펜의', '성분', '체내', '경우', '태아', '부정', '영향', '때문', '타목시펜', '투여', '동안', '타목시펜', '투여', '중단', '개월', '이내', '임신', '주의', '난자', '동결', '수정', '체내', '이식', '타목시펜', '투여', '중단', '개월', '임신', '안전', '타목시펜', '중단', '임신', '시도', '시점', '주치의', '선생', '상의', '날짜', '추천']"
52,"장루는 회장루와 결장루 두 종류가 있습니다. 회장루는 회장으로 만든 장루로, 수분 흡수가 잘 이루어지지 않아 하루 500~1,000cc 정도의 묽은 변이 만들어집니다. 변에는 소화효소가 함유되어 있어 장루 주변 피부에 자극을 주기도 합니다. 반면에, 결장루는 결장의 일부를 복부 바깥으로 끌어와 만든 것으로, 일반적으로 회장루보다 배설물이 되직하고 양이 더 많습니다. 환자분께서 남겨주신 질문만으로는 전반적인 상태와 가지고 계신 장루의 형태를 파악하기 어려워, 일반적인 관리 방법과 주의사항을 안내드리겠습니다.","['장루', '회장루', '결장루', '종류', '회장', '회장', '장루', '수분', '흡수', '하루', '정도', '소화', '효소', '함유', '장루', '주변', '피부', '자극', '반면', '결장루', '결장', '일부', '복부', '바깥', '일반', '회장루보다', '배설물', '환자', '질문', '전반', '상태', '장루', '형태', '파악', '일반', '관리', '방법', '주의', '사항']"
53,위 폐경 전/후 약물에 대한 설명이 절대적인 것은 아니며 예후나 위험도에 따라 의료진 판단 하에 다양하게 시행될 수 있습니다. 자세한 내용은 담당의사선생님과 면담 후 치료 받으시는 것을 추천드립니다.,"['폐경', '약물', '설명', '절대', '예후', '위험도', '의료진', '판단', '다양', '시행', '내용', '담당의사선생님', '면담', '치료', '추천']"
56,"흑색변은 흔히 십이지장의 문제를 의심해 볼 수 있으며, 이외에 철분 섭취로 인해서도 발생할 수 있습니다. 하지만 변의 색깔만으로 정확한 진단을 내릴 수 없기 때문에 병원에 방문하여 진료받아보시는 것을 권해드립니다.","['흑색', '십이지장', '문제', '의심', '철분', '섭취', '발생', '색깔', '정확', '진단', '때문', '병원', '방문', '진료']"
59,"유방암수술 후 흔히 발생하는 부작용 중 림프부종이 있는데, 수술 후 림프계순환에 문제가 생겨 발생할 수 있습니다. 특히, 유방암수술 중 겨드랑이 림프절을 제거하게 되면 림프액의 순환을 방해하여 림프부종이 발생할 수도 있습니다.","['유방암수술', '발생', '부작용', '림프부종', '수술', '림프계순환', '문제', '발생', '유방암수술', '겨드랑이', '림프절', '제거', '림프액', '순환', '방해', '림프부종', '발생']"
